Timestamp,Valor Analogico
2025-07-30 23:02:06,614
2025-07-30 23:02:06,585
2025-07-30 23:02:06,529
2025-07-30 23:02:06,563
2025-07-30 23:02:06,573
2025-07-30 23:02:06,533
2025-07-30 23:02:06,574
2025-07-30 23:02:06,604
2025-07-30 23:02:06,545
2025-07-30 23:02:06,571
2025-07-30 23:02:06,587
2025-07-30 23:02:06,538
2025-07-30 23:02:06,551
2025-07-30 23:02:06,611
2025-07-30 23:02:06,555
2025-07-30 23:02:06,531
2025-07-30 23:02:06,589
2025-07-30 23:02:06,572
2025-07-30 23:02:06,547
2025-07-30 23:02:06,570
2025-07-30 23:02:06,576
2025-07-30 23:02:06,535
2025-07-30 23:02:06,565
2025-07-30 23:02:06,591
2025-07-30 23:02:06,527
2025-07-30 23:02:06,551
2025-07-30 23:02:06,596
2025-07-30 23:02:06,555
2025-07-30 23:02:06,552
2025-07-30 23:02:06,598
2025-07-30 23:02:06,559
2025-07-30 23:02:06,537
2025-07-30 23:02:06,576
2025-07-30 23:02:06,560
2025-07-30 23:02:06,536
2025-07-30 23:02:06,588
2025-07-30 23:02:06,581
2025-07-30 23:02:06,538
2025-07-30 23:02:06,577
2025-07-30 23:02:06,602
2025-07-30 23:02:06,526
2025-07-30 23:02:06,550
2025-07-30 23:02:06,598
2025-07-30 23:02:06,559
2025-07-30 23:02:06,542
2025-07-30 23:02:06,589
2025-07-30 23:02:06,554
2025-07-30 23:02:06,529
2025-07-30 23:02:06,586
2025-07-30 23:02:06,558
2025-07-30 23:02:06,518
2025-07-30 23:02:06,576
2025-07-30 23:02:06,575
2025-07-30 23:02:06,528
2025-07-30 23:02:06,568
2025-07-30 23:02:06,590
2025-07-30 23:02:06,528
2025-07-30 23:02:06,528
2025-07-30 23:02:06,555
2025-07-30 23:02:06,521
2025-07-30 23:02:06,523
2025-07-30 23:02:06,565
2025-07-30 23:02:06,532
2025-07-30 23:02:06,501
2025-07-30 23:02:06,553
2025-07-30 23:02:06,543
2025-07-30 23:02:06,515
2025-07-30 23:02:06,548
2025-07-30 23:02:07,538
2025-07-30 23:02:07,505
2025-07-30 23:02:07,534
2025-07-30 23:02:07,556
2025-07-30 23:02:07,510
2025-07-30 23:02:07,534
2025-07-30 23:02:07,563
2025-07-30 23:02:07,520
2025-07-30 23:02:07,503
2025-07-30 23:02:07,557
2025-07-30 23:02:07,533
2025-07-30 23:02:07,516
2025-07-30 23:02:07,566
2025-07-30 23:02:07,552
2025-07-30 23:02:07,499
2025-07-30 23:02:07,550
2025-07-30 23:02:07,551
2025-07-30 23:02:07,497
2025-07-30 23:02:07,538
2025-07-30 23:02:07,555
2025-07-30 23:02:07,497
2025-07-30 23:02:07,508
2025-07-30 23:02:07,545
2025-07-30 23:02:07,502
2025-07-30 23:02:07,494
2025-07-30 23:02:07,540
2025-07-30 23:02:07,510
2025-07-30 23:02:07,493
2025-07-30 23:02:07,523
2025-07-30 23:02:07,513
2025-07-30 23:02:07,472
2025-07-30 23:02:07,516
2025-07-30 23:02:07,532
2025-07-30 23:02:07,478
2025-07-30 23:02:07,494
2025-07-30 23:02:07,528
2025-07-30 23:02:07,479
2025-07-30 23:02:07,484
2025-07-30 23:02:07,516
2025-07-30 23:02:07,496
2025-07-30 23:02:07,513
2025-07-30 23:02:07,566
2025-07-30 23:02:07,541
2025-07-30 23:02:07,501
2025-07-30 23:02:07,544
2025-07-30 23:02:07,533
2025-07-30 23:02:07,483
2025-07-30 23:02:07,529
2025-07-30 23:02:07,522
2025-07-30 23:02:07,470
2025-07-30 23:02:07,505
2025-07-30 23:02:07,525
2025-07-30 23:02:07,477
2025-07-30 23:02:07,482
2025-07-30 23:02:07,519
2025-07-30 23:02:07,477
2025-07-30 23:02:07,462
2025-07-30 23:02:07,509
2025-07-30 23:02:07,496
2025-07-30 23:02:07,438
2025-07-30 23:02:07,494
2025-07-30 23:02:07,490
2025-07-30 23:02:07,452
2025-07-30 23:02:07,494
2025-07-30 23:02:07,505
2025-07-30 23:02:07,462
2025-07-30 23:02:07,488
2025-07-30 23:02:07,512
2025-07-30 23:02:07,464
2025-07-30 23:02:07,471
2025-07-30 23:02:07,518
2025-07-30 23:02:07,480
2025-07-30 23:02:07,459
2025-07-30 23:02:07,524
2025-07-30 23:02:07,487
2025-07-30 23:02:07,454
2025-07-30 23:02:07,505
2025-07-30 23:02:07,500
2025-07-30 23:02:07,457
2025-07-30 23:02:07,477
2025-07-30 23:02:07,496
2025-07-30 23:02:07,456
2025-07-30 23:02:07,491
2025-07-30 23:02:07,513
2025-07-30 23:02:07,471
2025-07-30 23:02:07,487
2025-07-30 23:02:07,536
2025-07-30 23:02:07,488
2025-07-30 23:02:07,472
2025-07-30 23:02:07,518
2025-07-30 23:02:07,504
2025-07-30 23:02:07,463
2025-07-30 23:02:07,503
2025-07-30 23:02:07,504
2025-07-30 23:02:07,464
2025-07-30 23:02:07,496
2025-07-30 23:02:07,525
2025-07-30 23:02:07,464
2025-07-30 23:02:07,491
2025-07-30 23:02:07,531
2025-07-30 23:02:07,479
2025-07-30 23:02:07,493
2025-07-30 23:02:07,528
2025-07-30 23:02:07,486
2025-07-30 23:02:07,466
2025-07-30 23:02:07,516
2025-07-30 23:02:07,496
2025-07-30 23:02:07,463
2025-07-30 23:02:07,519
2025-07-30 23:02:07,509
2025-07-30 23:02:07,450
2025-07-30 23:02:07,498
2025-07-30 23:02:07,525
2025-07-30 23:02:07,467
2025-07-30 23:02:07,474
2025-07-30 23:02:07,517
2025-07-30 23:02:07,469
2025-07-30 23:02:07,469
2025-07-30 23:02:07,518
2025-07-30 23:02:07,476
2025-07-30 23:02:07,459
2025-07-30 23:02:07,508
2025-07-30 23:02:07,497
2025-07-30 23:02:07,459
2025-07-30 23:02:07,497
2025-07-30 23:02:07,491
2025-07-30 23:02:07,464
2025-07-30 23:02:07,498
2025-07-30 23:02:07,515
2025-07-30 23:02:07,463
2025-07-30 23:02:07,488
2025-07-30 23:02:07,522
2025-07-30 23:02:07,482
2025-07-30 23:02:07,490
2025-07-30 23:02:07,525
2025-07-30 23:02:07,492
2025-07-30 23:02:07,461
2025-07-30 23:02:07,523
2025-07-30 23:02:07,482
2025-07-30 23:02:07,458
2025-07-30 23:02:07,500
2025-07-30 23:02:07,530
2025-07-30 23:02:07,485
2025-07-30 23:02:07,518
2025-07-30 23:02:07,529
2025-07-30 23:02:07,474
2025-07-30 23:02:07,497
2025-07-30 23:02:07,552
2025-07-30 23:02:07,513
2025-07-30 23:02:07,488
2025-07-30 23:02:07,526
2025-07-30 23:02:07,497
2025-07-30 23:02:07,479
2025-07-30 23:02:07,525
2025-07-30 23:02:07,503
2025-07-30 23:02:07,465
2025-07-30 23:02:07,519
2025-07-30 23:02:07,529
2025-07-30 23:02:07,467
2025-07-30 23:02:07,504
2025-07-30 23:02:07,532
2025-07-30 23:02:07,490
2025-07-30 23:02:07,482
2025-07-30 23:02:07,534
2025-07-30 23:02:07,491
2025-07-30 23:02:07,486
2025-07-30 23:02:07,541
2025-07-30 23:02:07,508
2025-07-30 23:02:07,473
2025-07-30 23:02:07,516
2025-07-30 23:02:07,509
2025-07-30 23:02:07,468
2025-07-30 23:02:07,513
2025-07-30 23:02:07,519
2025-07-30 23:02:07,475
2025-07-30 23:02:07,492
2025-07-30 23:02:07,524
2025-07-30 23:02:07,483
2025-07-30 23:02:07,498
2025-07-30 23:02:07,540
2025-07-30 23:02:07,483
2025-07-30 23:02:07,485
2025-07-30 23:02:07,542
2025-07-30 23:02:07,505
2025-07-30 23:02:07,484
2025-07-30 23:02:07,529
2025-07-30 23:02:07,519
2025-07-30 23:02:07,470
2025-07-30 23:02:07,538
2025-07-30 23:02:07,527
2025-07-30 23:02:07,475
2025-07-30 23:02:07,513
2025-07-30 23:02:07,538
2025-07-30 23:02:08,490
2025-07-30 23:02:08,499
2025-07-30 23:02:08,521
2025-07-30 23:02:08,481
2025-07-30 23:02:08,477
2025-07-30 23:02:08,525
2025-07-30 23:02:08,504
2025-07-30 23:02:08,469
2025-07-30 23:02:08,517
2025-07-30 23:02:08,494
2025-07-30 23:02:08,462
2025-07-30 23:02:08,516
2025-07-30 23:02:08,529
2025-07-30 23:02:08,455
2025-07-30 23:02:08,485
2025-07-30 23:02:08,529
2025-07-30 23:02:08,480
2025-07-30 23:02:08,488
2025-07-30 23:02:08,526
2025-07-30 23:02:08,469
2025-07-30 23:02:08,457
2025-07-30 23:02:08,530
2025-07-30 23:02:08,502
2025-07-30 23:02:08,478
2025-07-30 23:02:08,525
2025-07-30 23:02:08,518
2025-07-30 23:02:08,464
2025-07-30 23:02:08,519
2025-07-30 23:02:08,526
2025-07-30 23:02:08,480
2025-07-30 23:02:08,508
2025-07-30 23:02:08,535
2025-07-30 23:02:08,485
2025-07-30 23:02:08,473
2025-07-30 23:02:08,522
2025-07-30 23:02:08,490
2025-07-30 23:02:08,466
2025-07-30 23:02:08,505
2025-07-30 23:02:08,475
2025-07-30 23:02:08,451
2025-07-30 23:02:08,495
2025-07-30 23:02:08,487
2025-07-30 23:02:08,451
2025-07-30 23:02:08,496
2025-07-30 23:02:08,503
2025-07-30 23:02:08,451
2025-07-30 23:02:08,475
2025-07-30 23:02:08,503
2025-07-30 23:02:08,450
2025-07-30 23:02:08,462
2025-07-30 23:02:08,501
2025-07-30 23:02:08,480
2025-07-30 23:02:08,468
2025-07-30 23:02:08,495
2025-07-30 23:02:08,482
2025-07-30 23:02:08,461
2025-07-30 23:02:08,507
2025-07-30 23:02:08,505
2025-07-30 23:02:08,451
2025-07-30 23:02:08,491
2025-07-30 23:02:08,531
2025-07-30 23:02:08,505
2025-07-30 23:02:08,503
2025-07-30 23:02:08,500
2025-07-30 23:02:08,459
2025-07-30 23:02:08,446
2025-07-30 23:02:08,499
2025-07-30 23:02:08,485
2025-07-30 23:02:08,475
2025-07-30 23:02:08,513
2025-07-30 23:02:08,492
2025-07-30 23:02:08,472
2025-07-30 23:02:08,525
2025-07-30 23:02:08,526
2025-07-30 23:02:08,482
2025-07-30 23:02:08,508
2025-07-30 23:02:08,514
2025-07-30 23:02:08,478
2025-07-30 23:02:08,499
2025-07-30 23:02:08,527
2025-07-30 23:02:08,484
2025-07-30 23:02:08,469
2025-07-30 23:02:08,516
2025-07-30 23:02:08,496
2025-07-30 23:02:08,480
2025-07-30 23:02:08,522
2025-07-30 23:02:08,508
2025-07-30 23:02:08,479
2025-07-30 23:02:08,529
2025-07-30 23:02:08,535
2025-07-30 23:02:08,484
2025-07-30 23:02:08,513
2025-07-30 23:02:08,559
2025-07-30 23:02:08,500
2025-07-30 23:02:08,501
2025-07-30 23:02:08,551
2025-07-30 23:02:08,482
2025-07-30 23:02:08,487
2025-07-30 23:02:08,510
2025-07-30 23:02:08,487
2025-07-30 23:02:08,474
2025-07-30 23:02:08,535
2025-07-30 23:02:08,517
2025-07-30 23:02:08,485
2025-07-30 23:02:08,524
2025-07-30 23:02:08,523
2025-07-30 23:02:08,471
2025-07-30 23:02:08,507
2025-07-30 23:02:08,531
2025-07-30 23:02:08,484
2025-07-30 23:02:08,512
2025-07-30 23:02:08,531
2025-07-30 23:02:08,506
2025-07-30 23:02:08,495
2025-07-30 23:02:08,516
2025-07-30 23:02:08,483
2025-07-30 23:02:08,468
2025-07-30 23:02:08,533
2025-07-30 23:02:08,499
2025-07-30 23:02:08,440
2025-07-30 23:02:08,507
2025-07-30 23:02:08,532
2025-07-30 23:02:08,444
2025-07-30 23:02:08,476
2025-07-30 23:02:08,518
2025-07-30 23:02:08,459
2025-07-30 23:02:08,479
2025-07-30 23:02:08,510
2025-07-30 23:02:08,472
2025-07-30 23:02:08,476
2025-07-30 23:02:08,525
2025-07-30 23:02:08,489
2025-07-30 23:02:08,471
2025-07-30 23:02:08,510
2025-07-30 23:02:08,486
2025-07-30 23:02:08,447
2025-07-30 23:02:08,506
2025-07-30 23:02:08,491
2025-07-30 23:02:08,433
2025-07-30 23:02:08,494
2025-07-30 23:02:08,522
2025-07-30 23:02:08,472
2025-07-30 23:02:08,490
2025-07-30 23:02:08,520
2025-07-30 23:02:08,466
2025-07-30 23:02:08,478
2025-07-30 23:02:08,529
2025-07-30 23:02:08,460
2025-07-30 23:02:08,470
2025-07-30 23:02:08,538
2025-07-30 23:02:08,512
2025-07-30 23:02:08,476
2025-07-30 23:02:08,513
2025-07-30 23:02:08,512
2025-07-30 23:02:08,463
2025-07-30 23:02:08,494
2025-07-30 23:02:08,517
2025-07-30 23:02:08,465
2025-07-30 23:02:08,471
2025-07-30 23:02:08,503
2025-07-30 23:02:08,458
2025-07-30 23:02:08,462
2025-07-30 23:02:08,521
2025-07-30 23:02:08,466
2025-07-30 23:02:08,433
2025-07-30 23:02:08,487
2025-07-30 23:02:08,468
2025-07-30 23:02:08,448
2025-07-30 23:02:08,459
2025-07-30 23:02:08,470
2025-07-30 23:02:08,420
2025-07-30 23:02:08,455
2025-07-30 23:02:08,480
2025-07-30 23:02:08,428
2025-07-30 23:02:08,447
2025-07-30 23:02:08,508
2025-07-30 23:02:08,438
2025-07-30 23:02:08,428
2025-07-30 23:02:08,490
2025-07-30 23:02:08,469
2025-07-30 23:02:08,438
2025-07-30 23:02:08,470
2025-07-30 23:02:08,456
2025-07-30 23:02:08,425
2025-07-30 23:02:08,477
2025-07-30 23:02:08,483
2025-07-30 23:02:08,432
2025-07-30 23:02:08,462
2025-07-30 23:02:08,478
2025-07-30 23:02:08,443
2025-07-30 23:02:08,476
2025-07-30 23:02:08,496
2025-07-30 23:02:08,460
2025-07-30 23:02:08,436
2025-07-30 23:02:09,482
2025-07-30 23:02:09,474
2025-07-30 23:02:09,452
2025-07-30 23:02:09,473
2025-07-30 23:02:09,458
2025-07-30 23:02:09,431
2025-07-30 23:02:09,478
2025-07-30 23:02:09,497
2025-07-30 23:02:09,420
2025-07-30 23:02:09,439
2025-07-30 23:02:09,484
2025-07-30 23:02:09,426
2025-07-30 23:02:09,437
2025-07-30 23:02:09,502
2025-07-30 23:02:09,430
2025-07-30 23:02:09,415
2025-07-30 23:02:09,485
2025-07-30 23:02:09,465
2025-07-30 23:02:09,470
2025-07-30 23:02:09,491
2025-07-30 23:02:09,480
2025-07-30 23:02:09,430
2025-07-30 23:02:09,470
2025-07-30 23:02:09,470
2025-07-30 23:02:09,424
2025-07-30 23:02:09,465
2025-07-30 23:02:09,508
2025-07-30 23:02:09,446
2025-07-30 23:02:09,469
2025-07-30 23:02:09,481
2025-07-30 23:02:09,435
2025-07-30 23:02:09,420
2025-07-30 23:02:09,488
2025-07-30 23:02:09,464
2025-07-30 23:02:09,449
2025-07-30 23:02:09,480
2025-07-30 23:02:09,441
2025-07-30 23:02:09,427
2025-07-30 23:02:09,483
2025-07-30 23:02:09,510
2025-07-30 23:02:09,444
2025-07-30 23:02:09,432
2025-07-30 23:02:09,478
2025-07-30 23:02:09,439
2025-07-30 23:02:09,454
2025-07-30 23:02:09,489
2025-07-30 23:02:09,439
2025-07-30 23:02:09,416
2025-07-30 23:02:09,480
2025-07-30 23:02:09,466
2025-07-30 23:02:09,412
2025-07-30 23:02:09,464
2025-07-30 23:02:09,485
2025-07-30 23:02:09,417
2025-07-30 23:02:09,437
2025-07-30 23:02:09,464
2025-07-30 23:02:09,430
2025-07-30 23:02:09,472
2025-07-30 23:02:09,493
2025-07-30 23:02:09,419
2025-07-30 23:02:09,431
2025-07-30 23:02:09,470
2025-07-30 23:02:09,428
2025-07-30 23:02:09,426
2025-07-30 23:02:09,461
2025-07-30 23:02:09,440
2025-07-30 23:02:09,408
2025-07-30 23:02:09,457
2025-07-30 23:02:09,464
2025-07-30 23:02:09,415
2025-07-30 23:02:09,445
2025-07-30 23:02:09,487
2025-07-30 23:02:09,432
2025-07-30 23:02:09,459
2025-07-30 23:02:09,504
2025-07-30 23:02:09,467
2025-07-30 23:02:09,446
2025-07-30 23:02:09,492
2025-07-30 23:02:09,458
2025-07-30 23:02:09,433
2025-07-30 23:02:09,486
2025-07-30 23:02:09,444
2025-07-30 23:02:09,429
2025-07-30 23:02:09,505
2025-07-30 23:02:09,491
2025-07-30 23:02:09,401
2025-07-30 23:02:09,460
2025-07-30 23:02:09,499
2025-07-30 23:02:09,443
2025-07-30 23:02:09,458
2025-07-30 23:02:09,498
2025-07-30 23:02:09,462
2025-07-30 23:02:09,459
2025-07-30 23:02:09,500
2025-07-30 23:02:09,452
2025-07-30 23:02:09,421
2025-07-30 23:02:09,481
2025-07-30 23:02:09,488
2025-07-30 23:02:09,459
2025-07-30 23:02:09,494
2025-07-30 23:02:09,499
2025-07-30 23:02:09,469
2025-07-30 23:02:09,508
2025-07-30 23:02:09,494
2025-07-30 23:02:09,439
2025-07-30 23:02:09,472
2025-07-30 23:02:09,518
2025-07-30 23:02:09,454
2025-07-30 23:02:09,439
2025-07-30 23:02:09,496
2025-07-30 23:02:09,480
2025-07-30 23:02:09,445
2025-07-30 23:02:09,497
2025-07-30 23:02:09,480
2025-07-30 23:02:09,458
2025-07-30 23:02:09,483
2025-07-30 23:02:09,490
2025-07-30 23:02:09,427
2025-07-30 23:02:09,477
2025-07-30 23:02:09,503
2025-07-30 23:02:09,451
2025-07-30 23:02:09,448
2025-07-30 23:02:09,487
2025-07-30 23:02:09,468
2025-07-30 23:02:09,460
2025-07-30 23:02:09,501
2025-07-30 23:02:09,463
2025-07-30 23:02:09,453
2025-07-30 23:02:09,502
2025-07-30 23:02:09,478
2025-07-30 23:02:09,426
2025-07-30 23:02:09,446
2025-07-30 23:02:09,467
2025-07-30 23:02:09,425
2025-07-30 23:02:09,445
2025-07-30 23:02:09,501
2025-07-30 23:02:09,463
2025-07-30 23:02:09,457
2025-07-30 23:02:09,491
2025-07-30 23:02:09,459
2025-07-30 23:02:09,469
2025-07-30 23:02:09,529
2025-07-30 23:02:09,493
2025-07-30 23:02:09,462
2025-07-30 23:02:09,492
2025-07-30 23:02:09,501
2025-07-30 23:02:09,479
2025-07-30 23:02:09,519
2025-07-30 23:02:09,513
2025-07-30 23:02:09,464
2025-07-30 23:02:09,495
2025-07-30 23:02:09,511
2025-07-30 23:02:09,482
2025-07-30 23:02:09,472
2025-07-30 23:02:09,506
2025-07-30 23:02:09,465
2025-07-30 23:02:09,452
2025-07-30 23:02:09,540
2025-07-30 23:02:09,475
2025-07-30 23:02:09,445
2025-07-30 23:02:09,487
2025-07-30 23:02:09,478
2025-07-30 23:02:09,461
2025-07-30 23:02:09,479
2025-07-30 23:02:09,474
2025-07-30 23:02:09,427
2025-07-30 23:02:09,468
2025-07-30 23:02:09,477
2025-07-30 23:02:09,446
2025-07-30 23:02:09,450
2025-07-30 23:02:09,489
2025-07-30 23:02:09,456
2025-07-30 23:02:09,434
2025-07-30 23:02:09,477
2025-07-30 23:02:09,453
2025-07-30 23:02:09,430
2025-07-30 23:02:09,498
2025-07-30 23:02:09,482
2025-07-30 23:02:09,430
2025-07-30 23:02:09,474
2025-07-30 23:02:09,504
2025-07-30 23:02:09,447
2025-07-30 23:02:09,460
2025-07-30 23:02:09,481
2025-07-30 23:02:09,452
2025-07-30 23:02:09,482
2025-07-30 23:02:09,517
2025-07-30 23:02:09,457
2025-07-30 23:02:09,465
2025-07-30 23:02:09,510
2025-07-30 23:02:10,484
2025-07-30 23:02:10,446
2025-07-30 23:02:10,486
2025-07-30 23:02:10,473
2025-07-30 23:02:10,432
2025-07-30 23:02:10,485
2025-07-30 23:02:10,514
2025-07-30 23:02:10,470
2025-07-30 23:02:10,486
2025-07-30 23:02:10,509
2025-07-30 23:02:10,474
2025-07-30 23:02:10,474
2025-07-30 23:02:10,534
2025-07-30 23:02:10,489
2025-07-30 23:02:10,488
2025-07-30 23:02:10,523
2025-07-30 23:02:10,489
2025-07-30 23:02:10,467
2025-07-30 23:02:10,524
2025-07-30 23:02:10,523
2025-07-30 23:02:10,471
2025-07-30 23:02:10,519
2025-07-30 23:02:10,550
2025-07-30 23:02:10,447
2025-07-30 23:02:10,496
2025-07-30 23:02:10,537
2025-07-30 23:02:10,500
2025-07-30 23:02:10,509
2025-07-30 23:02:10,555
2025-07-30 23:02:10,512
2025-07-30 23:02:10,496
2025-07-30 23:02:10,544
2025-07-30 23:02:10,532
2025-07-30 23:02:10,504
2025-07-30 23:02:10,537
2025-07-30 23:02:10,541
2025-07-30 23:02:10,499
2025-07-30 23:02:10,532
2025-07-30 23:02:10,523
2025-07-30 23:02:10,456
2025-07-30 23:02:10,497
2025-07-30 23:02:10,547
2025-07-30 23:02:10,501
2025-07-30 23:02:10,483
2025-07-30 23:02:10,524
2025-07-30 23:02:10,491
2025-07-30 23:02:10,486
2025-07-30 23:02:10,531
2025-07-30 23:02:10,510
2025-07-30 23:02:10,501
2025-07-30 23:02:10,560
2025-07-30 23:02:10,531
2025-07-30 23:02:10,473
2025-07-30 23:02:10,523
2025-07-30 23:02:10,533
2025-07-30 23:02:10,492
2025-07-30 23:02:10,524
2025-07-30 23:02:10,547
2025-07-30 23:02:10,485
2025-07-30 23:02:10,501
2025-07-30 23:02:10,550
2025-07-30 23:02:10,521
2025-07-30 23:02:10,495
2025-07-30 23:02:10,544
2025-07-30 23:02:10,532
2025-07-30 23:02:10,509
2025-07-30 23:02:10,554
2025-07-30 23:02:10,536
2025-07-30 23:02:10,485
2025-07-30 23:02:10,517
2025-07-30 23:02:10,537
2025-07-30 23:02:10,471
2025-07-30 23:02:10,504
2025-07-30 23:02:10,525
2025-07-30 23:02:10,488
2025-07-30 23:02:10,504
2025-07-30 23:02:10,550
2025-07-30 23:02:10,523
2025-07-30 23:02:10,494
2025-07-30 23:02:10,538
2025-07-30 23:02:10,518
2025-07-30 23:02:10,482
2025-07-30 23:02:10,538
2025-07-30 23:02:10,527
2025-07-30 23:02:10,480
2025-07-30 23:02:10,516
2025-07-30 23:02:10,533
2025-07-30 23:02:10,482
2025-07-30 23:02:10,508
2025-07-30 23:02:10,558
2025-07-30 23:02:10,516
2025-07-30 23:02:10,511
2025-07-30 23:02:10,563
2025-07-30 23:02:10,539
2025-07-30 23:02:10,489
2025-07-30 23:02:10,515
2025-07-30 23:02:10,517
2025-07-30 23:02:10,502
2025-07-30 23:02:10,529
2025-07-30 23:02:10,538
2025-07-30 23:02:10,490
2025-07-30 23:02:10,521
2025-07-30 23:02:10,538
2025-07-30 23:02:10,504
2025-07-30 23:02:10,509
2025-07-30 23:02:10,543
2025-07-30 23:02:10,505
2025-07-30 23:02:10,508
2025-07-30 23:02:10,546
2025-07-30 23:02:10,506
2025-07-30 23:02:10,483
2025-07-30 23:02:10,531
2025-07-30 23:02:10,525
2025-07-30 23:02:10,504
2025-07-30 23:02:10,541
2025-07-30 23:02:10,536
2025-07-30 23:02:10,479
2025-07-30 23:02:10,534
2025-07-30 23:02:10,534
2025-07-30 23:02:10,466
2025-07-30 23:02:10,476
2025-07-30 23:02:10,515
2025-07-30 23:02:10,461
2025-07-30 23:02:10,470
2025-07-30 23:02:10,525
2025-07-30 23:02:10,475
2025-07-30 23:02:10,437
2025-07-30 23:02:10,486
